entry,meaning,ipa,example_sentence,translated_sentence
briefly,【副】簡潔に.,/'briːfli/,He briefly explained the situation.,彼は状況を簡単に説明しました。
distinct,"【形】異なる, 明確な.",/dɪˈstɪŋkt/,She has a distinct personality.,彼女には明確な個性がある。
extremely,"【副】非常に, 極めて.",/ɪkˈstriːmli/,She is extremely intelligent.,彼女は非常に賢いです。
distant,"【形】遠い, 離れた.",/ˈdɪstənt/,The mountain peak is visible in the distant horizon.,遠い地平線に山の頂が見える。
patient,【形】忍耐強い;【名】患者.,/'peɪʃənt/,He was patient.,彼は辛抱強かった。
collapse,【動】崩壊する;【名】崩壊.,/kəˈlæps/,The house was on the verge of collapse.,その家は倒れかかっていた。
consequently,【副】その結果として.,/kɑnˈsɪkwɛntli/,"He didn't study for the exam; consequently, he failed.",彼は試験の勉強をしなかった。その結果として、彼は失敗した。
difference,"【名】違い, 相違.",/ˈdɪf(ə)rəns/,The difference between these two cars is the price.,この２台の車の違いは値段だ。
imply,"【動】暗示する, ほのめかす.",/ɪmˈplaɪ/,Her words imply that she knows more than she is letting on.,彼女の言葉は、彼女が言わないほど彼女がより多くを知っていることをほのめかしている。
lot,"【名】たくさん, 多量.",/lɒt/,I've got lots of homework to do.,私はたくさんの宿題をやらなければなりません。
enjoy,"【動】楽しむ, 満喫する.",/ɪnˈdʒɔɪ/,I enjoy playing tennis.,テニスをするのが楽しいです。
possess,"【動】所有する, 持つ.",/pəˈzɛs/,I possess a lot of books in my library.,私は自分の書斎にたくさんの本を所有しています。
fairly,"【副】かなり, 公平に.",/ˈfɛərli/,She played fairly in the game.,彼女はゲームで公平にプレイしました。
faithfully,【副】忠実に.,/ˈfeɪθfəli/,She faithfully followed her mentor's advice.,彼女は忠実に師のアドバイスに従った。
highlight,【動】強調する;【名】ハイライト.,/ˈhaɪˌlaɪt/,Highlights of the match will be shown after the news.,試合のハイライトはニュースの後に放映される。
ordinary,"【形】普通の, 一般的な.",/ˈɔːrdənɛri/,She lived an ordinary life.,彼女は普通の生活を送っていた。
perhaps,"【副】おそらく, 多分.",/pərˈhæps/,Perhaps it will rain tomorrow.,明日はひょっとしたら雨が降るかもしれません。
affair,"【名】事柄, 事件.",/əˈfɛər/,The affair of the missing necklace became the talk of the town.,行方不明のネックレスの件は町の話題になった。
amendment,"【名】改正, 修正.",/əˈmɛndmənt/,The new amendment to the constitution granted citizens additional rights and protections.,新たな憲法改正により、国民にさらなる権利と保護が与えられました。
complain,【動】不平を言う.,/kəmˈpleɪn/,I complain about the service at this restaurant.,私はこのレストランのサービスについて文句を言います。
dependent,【形】依存している;【名】扶養家族.,/dɪˈpɛndənt/,We are dependent on each other.,私達は互いに依存しあっている。
electricity,"【名】電気, 電力.",/ɪˌlɛkˈtrɪsɪti/,The city experienced a sudden loss of electricity [[due to]] the storm.,その都市は嵐のため突然停電に見舞われた。
extension,"【名】拡張, 延長.",/ɪkˈstɛnʃən/,I need to file for an extension on my taxes.,私は税金の延長を申請する必要があります。
camp,"【名】キャンプ, 野営.",/kæmp/,The children went to the camp for the summer holidays.,子どもたちは夏休みにキャンプに行った。
count,【動】数える;【名】計算.,/kaʊnt/,Start running at the count of three.,三つ数えたら、走り出しなさい。
die,【動】死ぬ.,/daɪ/,He will die if he doesn't receive medical treatment.,彼は医療処置を受けなければ死ぬだろう。
egg,【名】卵.,/ɛɡ/,I found an egg in the backyard.,私は裏庭で卵を見つけた。
furthermore,"【副】さらに, その上.",/fɜrðərˈmɔːr/,"Furthermore, I would like to thank everyone for their support.",なお、皆様のご支援に感謝申し上げます。
atmosphere,"【名】雰囲気, 大気.",/ˈæt.məs.fɪər/,The atmosphere in the room was tense.,部屋の雰囲気は緊張していた。
fast,【形】速い;【副】速く.,/fæst/,He is a fast runner.,彼は速いランナーです。
glad,"【形】嬉しい, 喜んでいる.",/ɡlæd/,I was glad to see him again.,彼と再び会えてうれしかった。
contribution,"【名】貢献, 寄付.",/kɒntrɪˈbjuːʃən/,Her contribution to the project was invaluable.,彼女のプロジェクトへの貢献は非常に貴重でした。
keen,"【形】熱心な, 鋭い.",/kin/,She has a keen sense of observation.,彼女は観察力が鋭いです。
lock,【動】鍵をかける;【名】鍵.,/lɑk/,I always lock the door before leaving the house.,私は家を出る前にいつもドアを施錠します。
see,【動】見る.,/siː/,I saw the movie last night.,昨晩、私はその映画を見た。
owe,"【動】借りている, 負っている.",/əʊ/,I owe my friend $50.,私は友達に50ドル借りています。
cow,【名】牛.,/kaw/,The farmer bought a cow.,農夫は牛を買った。
criterion,"【名】基準, 規準.",/kraɪˈtɪəriən/,The criterion for admission to the program is a minimum GPA of 3.0.,プログラムへの入学基準は、最低GPAが3.0以上であることです。
jacket,【名】ジャケット.,/'dʒækɪt/,I bought a new jacket at the store.,私は店で新しいジャケットを買った。
specific,【形】特定の;【名】特定のもの.,/spəˈsɪfɪk/,I need specific instructions on how to assemble the furniture.,家具の組み立て方について具体的な指示が必要です。
exact,"【形】正確な, 厳密な.",/ɪɡˈzækt/,He gave the exact number of participants.,彼は参加者の正確な人数を伝えた。
power,"【名】力, 電力.",/paʊər/,She has the power to change the world.,彼女は世界を変える力を持っています。
reasonably,"【副】適切に, かなり.",/ˈriː.zən.ə.bli/,She reasonably asked for a raise after working hard for a year.,1年間頑張った後、彼女は妥当な昇給を求めた。
comfortable,"【形】快適な, 心地よい.",/'kʌmfərtəbəl/,This bed is very comfortable.,このベッドはとても快適です。
dealer,"【名】販売業者, ディーラー.",/diːlər/,The car dealer offered a great deal on the new model.,車のディーラーは新しいモデルにお得な取引を提供しました。
disappear,【動】消える.,/dɪsəˈpɪər/,The magician made the rabbit disappear.,魔術師はウサギを消えさせた。
drug,"【名】薬物, 薬.",/drʌɡ/,He takes a drug to manage his chronic pain.,彼は慢性の痛みを管理するために薬を服用しています。
economic,"【形】経済の, 経済的な.",/ˌiːkəˈnɒmɪk/,The economic situation in the country is improving.,国の経済状況が改善しています。
enough,【形】十分な;【名】必要量.,/ɪˈnʌf/,Is it large enough?,その大きさで十分ですか。
combine,"【動】結合する, 組み合わせる.",/kəmˈbaɪn/,I like to combine different flavors when cooking.,料理する時には、異なる味を組み合わせるのが好きです。
county,【名】郡.,/ˈkaʊnti/,I live in a small county in the countryside.,私は田舎の小さな郡に住んでいます。
while,"【接】…の間, 一方.",/waɪl/,I like to listen to music while I study.,私は勉強する間に音楽を聴くのが好きです。
attendance,"【名】出席, 参加.",/əˈtɛndəns/,Your regular attendance at the meetings is crucial for the project's success.,プロジェクトの成功のためには、あなたが会議に定期的に出席することが重要です。
breathe,【動】呼吸する.,/briːð/,I'm trying to breathe.,私は息をしようとしている。
brilliant,"【形】輝かしい, 素晴らしい.",/'brɪljənt/,The sun was shining brilliantly in the clear blue sky.,晴れた青空に太陽が輝いていました。
cheek,【名】頬.,/tʃiːk/,She blushed and her cheeks turned red.,彼女は赤面して、頬が赤くなった。
condition,"【名】状態, 条件.",/kənˈdɪʃən/,The weather condition is perfect for a picnic.,天候の状態はピクニックに最適です。
shut,"【動】閉じる, 閉める.",/ʃʌt/,Please shut the door when you leave.,出る時にドアを閉めてください。
recovery,"【名】回復, 取り戻し.",/rɪˈkʌvəri/,He is making a good recovery after the surgery.,手術後、彼は良い回復をしています。
ruin,"【名】廃墟, 破壊;【動】破壊する.",/ˈruːɪn/,The ancient ruins were discovered by archaeologists.,古代の遺跡が考古学者によって発見されました。
silence,【名】沈黙;【動】黙らせる.,/'saɪləns/,The silence in the library was deafening.,図書館の静けさは耳をつんざくほどだった。
northern,"【形】北の, 北部の.",/ˈnɔːrðərn/,I love to visit the northern regions during winter.,冬に北の地域を訪れるのが大好きです。
pretend,【動】ふりをする.,/prɪˈtɛnd/,I pretend to be happy even when I'm not.,私は嬉しそうに振る舞うふりをする、本当はそうではない時でも。
profession,"【名】職業, 専門.",/prəˈfɛʃən/,What is her profession?,彼女の職業は何ですか。
promise,【動】約束する;【名】約束.,/ˈpɹɒmɪs/,They will keep their promise.,彼らは約束を守るでしょう。
relief,"【名】安心, 救済.",/rɪˈliːf/,The news of the rescue brought relief to the trapped miners.,閉じ込められた鉱夫たちに救出のニュースが安心感をもたらしました。
requirement,"【名】必要条件, 要件.",/rɪˈkwaɪərmənt/,Meeting the customer's requirement is our top priority.,お客様の要求を満たすことが私たちの最優先事項です。
retirement,"【名】退職, 引退.",/rɪˈtaɪərmənt/,He is planning for his retirement.,彼は退職の計画を立てています。
narrative,"【名】物語, 物語文.",/nəˈrætɪv/,The narrative of the movie was captivating.,映画の物語は魅力的でした。
restrict,"【動】制限する, 限定する.",/rɪsˈtrɪkt/,They restrict access to the building after 6 PM.,彼らは午後6時以降に建物へのアクセスを制限します。
somewhere,"【副】どこかで, どこかに.",/ˈsʌm.wɛər/,I want to go somewhere peaceful.,私はどこか静かな場所に行きたいです。
supplement,"【名】補足, 補充.",/sʌplɪmənt/,I take a daily supplement to support my immune system.,私は免疫システムをサポートするために毎日サプリメントを摂取しています。
tiny,"【形】とても小さい, ちっぽけな.",/ˈtaɪni/,I found a tiny kitten in the garden.,庭でとても小さい子猫を見つけました。
tough,"【形】厳しい, 頑丈な.",/tʌf/,He is a tough competitor.,彼は強敵だ。
warn,【動】警告する.,/wɔrn/,I want to warn you about the dangers of smoking.,喫煙の危険性について警告したいと思います。
whenever,"【接】いつでも, …する時はいつでも.",/wɛnˈɛvər/,You can call me whenever you need help.,助けが必要な時はいつでも私に電話してください。
critical,"【形】批判的な, 重要な.",/'krɪtɪkəl/,The movie received critical acclaim from both audiences and critics.,その映画は観客と評論家の両方から評価されました。
exception,【名】例外.,/ɪkˈsɛpʃən/,I made an exception and let him stay up late.,私は例外を作り、彼に遅くまで起きていてもいいと言った。
poll,"【名】世論調査, 投票.",/poʊl/,I conducted a poll to gather opinions from the students.,生徒たちの意見を集めるためにアンケートを実施しました。
accept,【動】受け入れる.,/əkˈsɛpt/,I gladly accept your generous gift.,喜んであなたの寛大な贈り物を受け取ります。
after,【前】…の後で.,/ˈæftər/,I usually go for a walk after dinner.,私は普通、夕食の後に散歩に行きます。
afternoon,【名】午後.,/æftərˈnuːn/,I usually take a walk in the park in the afternoon.,私は通常、午後に公園を散歩します。
again,"【副】再び, また.",/əˈɡɛn/,I will try again tomorrow.,私は明日再び試します。
age,"【名】年齢, 時代.",/eɪdʒ/,My age is not a barrier to my dreams.,私の年齢は私の夢に対する障壁ではありません。
air,"【名】空気, 空間.",/ɛr/,The radio station will air the concert live.,そのラジオ局はコンサートを生放送する。
amount,"【名】量, 総額.",/əˈmaʊnt/,The total amount comes to $500.,合計金額は500ドルになります。
alone,"【形】一人で, 孤独な.",/əˈloʊn/,I decided to travel alone.,私はひとりで旅行することに決めました。
cake,【名】ケーキ.,/keɪk/,I bought a cake for my friend's birthday.,友達の誕生日にケーキを買いました。
alright,"【形】大丈夫な, 了解した.",/ɔːlˈraɪt/,"Everything is alright, don't worry.",何も問題ない、心配しないで。
besides,"【前】…に加えて, さらに.",/bɪˈsaɪdz/,"Besides studying, I also work part-time.",勉強に加えて、私はアルバイトもしています。
along,【前】…に沿って.,/əˈlɔŋ/,We walked along without saying a word.,私たちは何も言わずに前へと歩き続けました。
and,"【接】そして, …および.",/ænd/,I like apples and oranges.,私はリンゴとオレンジが好きです。
angry,【形】怒っている.,/ˈæŋɡri/,He was angry because he missed the bus.,彼はバスに乗り遅れたから怒っていた。
animal,【名】動物.,/ˈæn.ɪ.məl/,The zoo is a place where you can see various kinds of animals.,動物園は、さまざまな種類の動物を見ることができる場所です。
anybody,【代】誰でも.,/ˈɛnibɑdi/,Anybody can do that.,それは誰にでもできる。
apparently,"【副】どうやら, 見たところ.",/əˈpær.ənt.li/,"Apparently, he missed the last train home.",どうやら終電を逃したようだ。
arrive,"【動】到着する, 着く.",/əˈraɪv/,The train arrives at the station at 8 PM.,8時に駅に到着する電車が着く。
at,"【前】…に, …で.",/æt/,I'm meeting him at the park.,彼と公園で会っています。
speaker,"【名】話し手, スピーカー.",/ˈspiː.kər/,The speaker captivated the audience with his powerful speech.,話者は力強いスピーチで聴衆を魅了した。
bath,"【名】浴槽, 浴室.",/bæθ/,I'm going to take a bath.,私はお風呂に入ります。
beat,"【動】打つ, 叩く.",/biːt/,He beat the drum continuously.,彼は連続してドラムをたたいた。
beautiful,"【形】美しい, 素晴らしい.",/bjuːtɪfəl/,She has a beautiful voice.,彼女は美しい声を持っている。
bed,【名】ベッド.,/bɛd/,I slept in a comfortable bed last night.,昨晩は快適なベッドで寝ました。
begin,【動】始める.,/bɪˈɡɪn/,I began to learn a new language.,私は新しい言語を学び始めた。
below,【前】…の下に.,/bɪˈloʊ/,The bird is flying below the clouds.,鳥は雲の下を飛んでいます。
bill,"【名】請求書, 法案.",/bɪl/,Please bill us separately.,別々に払います。
between,"【前】…の間に, …の間で.",/bɪˈtwiːn/,The cat is sleeping between the two sofas.,猫は二つのソファの間で寝ています。
black,【形】黒い;【名】黒.,/blæk/,She wore a black dress to the party.,彼女はパーティーに黒いドレスを着て行った。
bloody,"【形】血の, 血まみれの.",/'blʌdi/,The cut on his hand was bloody.,彼の手の切り傷は出血していた。
boat,"【名】ボート, 船.",/bəʊt/,The children went on a boat ride.,子どもたちはボート乗りをした。
brown,【形】茶色の;【名】茶色.,/ braʊn /,The brown fox jumped over the fence.,茶色いキツネがフェンスを越えてジャンプした。
business,"【名】ビジネス, 事業.",/ˈbɪznɪs/,He has been in the business for 15 years.,彼は15年間そのビジネスに従事してきました。
busy,"【形】忙しい, 混んでいる.",/ˈbɪzi/,The office is busy today.,今日のオフィスは忙しいです。
energy,【名】エネルギー.,/ˈɛnərdʒi/,Renewable energy is the future of sustainable development.,再生可能エネルギーは持続可能な開発の未来です。
book,"【名】本, 書籍.",/'bʊk/,I booked a flight to Tokyo.,東京へのフライトを予約しました。
care,"【動】気にする, 世話をする;【名】注意, 世話.",/keər/,When he lost his watch he didn't seem to care.,時計を無くしても彼は気にしていない様子だった。
center,"【名】中心, 中央.",/'sɛntər/,The center of the city is always busy.,都市の中心はいつも賑やかです。
central,"【形】中央の, 中心の.",/'sɛntrəl/,The central park is a popular spot for picnics.,中央公園はピクニックの人気スポットです。
chair,"【名】椅子, 議長.",/tʃɛər/,I sat on the chair.,私は椅子に座った。
every,"【代】すべての, どんな…でも.",/ˈɛvri/,Every student needs to study hard.,すべての学生は一生懸命勉強する必要があります。
chance,"【名】機会, チャンス.",/tʃæns/,I hope I get a chance to meet him.,彼に会うチャンスがあるといいな。
cheap,【形】安い;【副】安く.,/tʃiːp/,I found a cheap hotel for our vacation.,私は私たちの休暇のために安いホテルを見つけました。
chicken,"【名】鶏肉, チキン.",/ˈtʃɪkən/,I ate chicken for dinner.,夕食にチキンを食べました。
child,【名】子供.,/tʃaɪld/,The mother held her child in her arms.,母親は腕に子供を抱いていた。
chip,"【名】チップ, 破片.",/tʃɪp/,I ordered a bag of potato chips.,私はポテトチップスの袋を注文しました。
choice,"【名】選択, 選択肢.",/tʃɔɪs/,I had no choice but to accept the job offer.,私は仕事のオファーを受け入れる以外に選択肢がありませんでした。
clean,"【形】清潔な, きれいな.",/klɪn/,The house is clean and tidy.,家はきれいで整頓されています。
company,"【名】会社, 仲間.",/ˈkʌmpəni/,I work for a multinational company.,私は多国籍企業で働いています。
climb,"【動】登る, よじ登る.",/klɑɪm/,I will go on a climb tomorrow.,明日登山に行くつもりです。
coffee,【名】コーヒー.,/'kɒfi/,I like to drink coffee in the morning.,朝はコーヒーを飲むのが好きです。
cold,【形】寒い;【名】寒さ.,/kəʊld/,The weather is cold today.,今日は寒いです。
collection,"【名】収集, コレクション.",/kəˈlɛkʃən/,I have a large collection of stamps.,私は多くの切手を集めている。
college,"【名】大学, カレッジ.",/'kɒlɪdʒ/,I'm planning on going to college next year.,来年大学に行くつもりです。
color,"【名】色, 色彩.",/'kʌlər/,The sky is a beautiful color.,空は美しい色です。
coat,"【名】コート, 上着.",/koʊt/,I bought a new coat for winter.,私は冬のために新しいコートを買いました。
cost,"【名】費用, 価格;【動】費用がかかる.",/kɒst/,The cost of living in this city is very high.,この都市の生活費は非常に高いです。
course,"【名】進路, 課程.",/kɔːrs/,I am taking a course on computer science.,コンピューターサイエンスのコースを受講しています。
consider,"【動】考慮する, よく考える.",/kənˈsɪdər/,I will consider your proposal before making a decision.,私は決定する前にあなたの提案をよく考えます。
cook,【動】料理する;【名】料理.,/kʊk/,The cook prepared a delicious meal for the guests.,料理人はお客様のために美味しい食事を準備しました。
court,"【名】裁判所, 法廷.",/kɔrt/,The judge made a ruling in the court.,裁判官が裁判所で判決を下しました。
couple,"【名】夫婦, 一組.",/'kʌpl/,I bought a couple of apples at the grocery store.,私はスーパーでりんごを2個買いました。
crime,"【名】犯罪, 犯行.",/kraɪm/,He was arrested for committing a crime.,彼は犯罪を犯したため逮捕された。
eat,【動】食べる.,/iːt/,I eat lunch everyday.,毎日昼ご飯を食べます。
conversation,"【名】会話, 対話.",/kɑnvərˈseɪʃən/,We had a pleasant conversation over dinner.,ディナーを楽しみながら素敵な会話をしました。
darkness,"【名】暗闇, 闇.",/ˈdɑːrk.nəs/,The darkness enveloped the room.,暗さが部屋を包み込んだ。
day,"【名】日, 一日.",/deɪ/,Today is a beautiful day.,今日は素晴らしい日です。
differently,"【副】違う方法で, 異なって.",/dɪfərəntli/,She approached the problem differently than her colleagues.,彼女は同僚とは違う方法で問題に取り組んだ。
difficult,"【形】難しい, 困難な.",/dɪˈfɪkəlt/,This problem is so difficult.,この問題はとても難しい。
difficulty,"【名】困難, 難題.",/dɪˈfɪkəlti/,I had difficulty understanding the instructions.,私は指示を理解するのに難しさを感じました。
dig,【動】掘る.,/dɪɡ/,Badgers dig deep holes.,アナグマは深い穴を掘る。
employ,"【動】雇う, 雇用する.",/ɪmˈplɔɪ/,They employ him as a manager.,彼らは彼をマネージャーとして雇っています。
empty,"【形】空の, 何もない.",/ˈɛmpti/,I received a gift from him.,彼からプレゼントをもらいました。
deal,"【動】対処する, 取り扱う.",/dil/,He deals in furniture.,彼は家具屋だ。
dream,【名】夢.,/dɹim/,I had a strange dream last night.,昨夜、奇妙な夢を見た。
drink,【動】飲む;【名】飲み物.,/dɹɪŋk/,I need a drink.,飲み物が必要です。
drop,【動】落とす;【名】しずく.,/dɹɑp/,He dropped the book on the floor.,彼は本を床に落とした。
driver,【名】運転手.,/ˈdraɪvər/,The driver was waiting for us at the station.,駅で私たちを待っていたドライバーがいました。
dry,【形】乾いた;【動】乾かす.,/ draɪ /,The air in the room was dry.,部屋の空気は乾燥していた。
earth,"【名】地球, 地面.",/ɜrθ/,The earth is the third planet from the sun.,地球は太陽から3番目の惑星です。
expectation,"【名】期待, 予想.",/ˌɛk.spɛkˈteɪ.ʃən/,My expectation for the new movie is very high.,私は新しい映画に対する期待が非常に高いです。
fact,【名】事実.,/fækt/,It is a well-known fact that smoking is harmful to your health.,喫煙が健康に悪いことはよく知られている事実です。
father,"【名】父, お父さん.",/ˈfɑːðər/,My father is a doctor.,私の父は医者です。
fear,"【名】恐れ, 恐怖.",/fɪər/,She couldn't overcome her fear of spiders.,彼女はクモの恐怖を克服することができなかった。
feed,【動】餌をやる.,/fid/,I feed my dog twice a day.,私は毎日犬に２回ご飯をあげます。
few,【形】少数の.,/fjuː/,Give me a few.,私に少しください。
field,"【名】畑, 分野.",/fild/,She loves to run and play in the field.,彼女は野原で走ったり遊んだりするのが大好きです。
fifteen,"【名】15, 十五.",/ˈfɪfˈtin/,There are fifteen students in the classroom.,教室には15人の生徒がいます。
five,"【名】5, 五.",/faɪv/,I have five apples.,私はりんごを5つ持っています。
foot,【名】足.,/fʊt/,I hurt my foot while playing soccer.,サッカーをしている最中に足を痛めました。
force,"【名】力, 強制.",/fɔːrs/,The police used force to subdue the suspect.,警察は容疑者を制圧するために力を使った。
form,"【名】形, フォーム.",/fɔːrm/,The form of the sculpture is abstract.,彫刻の形は抽象的です。
forward,"【副】前へ, 先へ.",/ˈfɔːrwərd/,He looked forward to the weekend.,彼は週末を楽しみにしていた。
four,"【名】4, 四.",/fɔːr/,There are four apples on the table.,テーブルの上にはりんごが4つあります。
noise,"【名】音, 騒音.",/nɔɪz/,The noise from the construction was unbearable.,施工からのノイズは耐えられなかった。
freedom,"【名】自由, 解放.",/ˈfriːdəm/,Freedom is a fundamental human right.,自由は基本的な人権です。
general,【形】一般的な;【名】将軍.,/dʒɛnərəl/,The general situation is advantageous to us.,全般的な状況はわれわれに有利だ。
front,"【名】前部, 正面.",/frʌnt/,The car's front is dented.,車の前面がへこんでいる。
gently,"【副】優しく, 静かに.",/ˈdʒɛntli/,She spoke gently to the child.,彼女は子供に優しく話しました。
gas,【名】ガス.,/ɡæs/,Natural gas is used for heating and cooking.,天然ガスは暖房や料理に使われています。
fresh,"【形】新鮮な, 新しい.",/frɛʃ/,I bought some fresh vegetables from the market.,私は市場で新鮮な野菜を買いました。
further,"【副】さらに, もっと.",/ˈfɜːrðər/,I need to go further to reach my destination.,私は目的地に到達するためにもっと遠くに行かなければなりません。
glass,"【名】ガラス, 硝子.",/ɡlæs/,I put the glass on the table.,テーブルの上にグラスを置きました。
golden,"【形】黄金の, 金色の.",/ˈɡoʊldən/,She wore a beautiful golden necklace.,彼女は美しい金のネックレスを身に着けていた。
green,【形】緑の;【名】緑色.,/ɡriːn/,The grass is green.,芝生は緑色だ。
growth,"【名】成長, 発展.",/ɡroʊθ/,The company experienced rapid growth in the past year.,会社は昨年急速な成長を経験しました。
hall,"【名】ホール, 廊下.",/hɔːl/,The kids ran and shouted in the hall.,子供達がホールで走り回りながら叫んでいた。
government,"【名】政府, 政府機関.",/ˈɡʌvərnmənt/,The government is responsible for making and enforcing laws.,政府は法律を制定し、執行する責任があります。
plan,【動】計画する;【名】計画.,/plæn/,I made a plan for the future.,将来のための計画を立てました。
left,【形】左の;【名】左.,/lɛft/,The left shoe was too small for her.,彼女のための左の靴は小さすぎた。
healthy,"【形】健康的な, 健康な.",/ˈhɛlθi/,He is a healthy person.,彼は健康な人です。
hear,"【動】聞く, 聴く.",/hɪər/,I heard the sound of the bell.,私はベルの音を聞いた。
help,"【動】助ける, 手伝う;【名】助け.",/hɛlp/,He helped me with my homework.,彼は私の宿題を手伝ってくれた。
hit,"【動】打つ, 叩く.",/hɪt/,Their concert was a big hit.,彼らのコンサートは大当たりだった。
handle,【名】取っ手;【動】扱う.,/ˈhændl/,I know how to handle difficult situations.,難しい状況を処理する方法を知っています。
hardly,【副】ほとんど…ない.,/ˈhɑːrdli/,I hardly ever go to the gym.,私はほとんどジムに行かない。
hole,【名】穴.,/həʊl/,The rabbit jumped into the hole.,ウサギが穴に飛び込んだ。
holiday,"【名】休日, 休暇.",/ˈhɒlɪdeɪ/,I'm going on a holiday next month.,来月休暇を取るつもりです。
home,"【名】家, 家庭.",/həʊm/,I love coming home after a long day at work.,仕事の長い一日の後に家に帰るのが大好きです。
house,"【名】家, 家屋.",/haʊs/,My house is very big.,私の家はとても大きいです。
hunt,"【動】狩る, 探す.",/hʌnt/,They had a good hunt.,彼らは狩りで獲物をたくさん捕らえた。
idea,"【名】考え, アイデア.",/aɪˈdiə/,I have an idea.,私にはアイデアがある。
no less,"【副】それでもなお, …でさえ.",/nəʊ lɛs/,"I worked hard, no less than before.",私は以前と同様に、決して努力を惜しまなかった。
seventy,"【名】70, 七十.",/ˈsɛvənti/,I have seventy dollars in my wallet.,私の財布には70ドルあります。
huge,"【形】巨大な, とても大きい.",/hjuːdʒ/,The elephant is huge.,象は巨大です。
holder,"【名】保持者, ホルダー.",/ˈhoʊldər/,She is the holder of the highest score in the competition.,彼女は競技で最高得点を持つ人です。
impossible,"【形】不可能な, 実現できない.",/ɪmˈpɑsəbəl/,Achieving that goal seems impossible.,その目標を達成することは不可能のようだ。
insure,"【動】保険をかける, 確実にする.",/ɪnˈʃʊər/,I will insure my car against theft.,私は車を盗難から保証します。
interest,"【名】興味, 利子.",/ˈɪntrəst/,The teacher tried to interest the students in current events.,先生は学生に時事問題に興味を持たせようとした。
it,"【代】それ, それは.",/ɪt/,It is already mentioned.,それはすでに言及されています。
join,"【動】参加する, 加わる.",/dʒɔɪn/,Let's join the party tonight.,今夜のパーティーに参加しましょう。
membership,"【名】会員資格, メンバーシップ.",/ˈmɛmbərʃɪp/,I applied for a membership at the local gym.,私は地元のジムに会員申請をしました。
judge,【動】判断する;【名】裁判官.,/dʒʌdʒ/,The court judged the case.,法廷はその訴訟に判決を下した。
knock,"【動】ノックする, 叩く.",/nɑk/,He knocked on the door.,彼はドアをノックした。
land,"【名】土地, 国.",/lænd/,The ship approached the land after a long journey at sea.,船は長い航海の後、陸地に近づいた。
neighborhood,"【名】近所, 近隣.",/ˈneɪbərˌhʊd/,I love my neighborhood because it's quiet and friendly.,静かで友好的なので、私は自分が住む地区が大好きです。
little,"【形】小さい, 少量の.",/ˈlɪtəl/,The little girl was afraid of the dark.,その小さな女の子は暗闇が怖かった。
love,【動】愛する;【名】愛.,/lʌv/,I love playing tennis.,私はテニスをするのが大好きです。
man,"【名】男, 人.",/mæn/,The old man walked slowly down the street.,老人はゆっくりと通りを歩いていった。
marriage,"【名】結婚, 婚姻.",/ˈmæɹɪdʒ/,Marriage is a lifelong commitment.,結婚は一生の約束です。
marry,【動】結婚する.,/'mæɹi/,She wants to marry him.,彼女は彼と結婚したいと思っています。
more,【形】より多くの;【副】もっと.,/mɔːr/,,
move,【動】動く;【名】動き.,/muːv/,I need to make a move.,移動しなければなりません。
movie,【名】映画.,/'muːvi/,I saw a movie last night.,昨晩、私は映画を見ました。
mind,"【名】心, 精神.",/maɪnd/,He has a sharp mind.,彼は鋭い知性を持っている。
musical,【形】音楽の;【名】ミュージカル.,/ˈmjuːzɪkəl/,I love going to musicals.,私はミュージカルを見に行くのが大好きです。
must,【助】…しなければならない.,/mʌst/,You must finish your homework before you can go out to play.,遊びに行く前に宿題を終わらせなければなりません。
my,【代】私の.,/maɪ/,This is my car.,これは私の車です。
national,"【形】国家の, 全国的な.",/næʃənəl/,The national anthem is sung before every game.,試合前には国歌が歌われます。
nearby,【副】近くで.,/nɪərˈbaɪ/,Is there a nearby branch of a Japanese bank?,この近くに日本の銀行の支店はありますか。
necessarily,【副】必ずしも.,/ˈnɛsəˌsɛrəli/,I don't necessarily agree with his decision.,彼の決断に必ずしも同意するわけではありません。
necessary,"【形】必要な, 必須の.",/ˈnɛsəˌsɛri/,Water is necessary for survival.,生存には水が必要です。
much,【形】多量の;【名】多くの.,/mʌtʃ/,She didn't eat much dinner.,彼女は晩ご飯をあまり食べませんでした。
obvious,"【形】明白な, 明らかな.",/əbˈviːəs/,It is obvious that she is upset.,彼女が悲しんでいるのは明白だ。
offer,"【動】提供する, 申し出る;【名】提供, 申し出.",/ˈɒfər/,This is a one-time offer.,これは一度きりのお試しの機会です。
office,"【名】オフィス, 事務所.",/ˈɔfɪs/,I went to the office to pick up some documents.,オフィスに文書を取りに行った。
old,"【形】古い, 年取った.",/əʊld/,This is an old book.,これは古い本です。
only,"【副】唯一の, ただ…だけ.",/ˈoʊnli/,I can only stay for an hour.,私は1時間しか滞在できません。
other,"【形】他の, 別の;【代】他のもの.",/ˈʌðər/,The other students all got higher scores than me.,他の学生は皆私よりも高い点数を取った。
out,"【副】外へ, 外に;【形】外の.",/aʊt/,She stepped out of the car.,彼女は車から外に出た。
picture,"【名】絵, 写真.",/ˈpɪktʃər/,I have a picture of my family.,私は家族の写真を持っています。
pair,"【名】一対, ペア.",/pɛr/,He bought a new pair of shoes.,彼は新しい靴のペアを買った。
past,【名】過去;【形】過去の.,/pæst/,I walked past the park.,私は公園を通り越して歩きました。
