entry,meaning,ipa,example_sentence,translated_sentence
purely,"【副】純粋に, 単に.",/pjʊəli/,I am purely focused on my work.,私は全く仕事に集中しています。
circa,"【副】およそ, 約.",/sɜːr.kə/,"He was born circa 1950, but the exact date is unknown.",彼は1950年頃に生まれましたが、正確な日付は不明です。
quiz,"【名】クイズ, 小テスト.",/kwɪz/,I need to study for the quiz tomorrow.,明日の小テストのために勉強しなければならない。
radiation,"【名】放射線, 放射.",/ˌreɪdiˈeɪʃən/,Exposure to radiation can have harmful effects on the body.,放射線にさらされると体に有害な影響を及ぼすことがあります。
coefficient,"【名】係数, 指数.",/kəʊɪˈfɪʃənt/,The coefficient of friction determines how much two surfaces will slide against each other.,摩擦係数は、2つの表面がどれだけ滑り合うかを決定します。
rational,"【形】合理的な, 理性的な.",/ræʃənəl/,He made a rational decision based on the facts.,彼は事実に基づいて道理にかなった決断をした。
reactor,"【名】原子炉, 反応炉.",/riˈæktər/,The nuclear reactor generates electricity by harnessing the power of nuclear reactions.,原子炉は核反応の力を利用して電力を生成します。
realistic,"【形】現実的な, 実際的な.",/rɪəˈlɪstɪk/,He has a realistic view of life.,彼は現実的な人生観を持っています。
realism,"【名】リアリズム, 現実主義.",/ˈriəlɪzəm/,Realism is a literary movement that focuses on depicting life as it is.,現実主義は、生活をそのまま描写することに焦点を当てた文学運動です。
comma,"【名】コンマ, 読点.",/'kɑmə/,I need to use a comma in this sentence.,この文でコンマを使う必要があります。
realm,"【名】領域, 分野.",/rɛlm/,She is an expert in the realm of science.,彼女は科学の分野での専門家です。
reconstruct,"【動】再構築する, 再現する.",/ˌriːkənˈstrʌkt/,The government plans to reconstruct the old bridge.,政府は古い橋を再建する計画です。
competence,"【名】能力, コンピテンス.",/ˈkɑmpɪtəns/,She demonstrated her competence by completing the project ahead of schedule.,彼女はプロジェクトを予定よりも早く完了させることで自分の能力を示しました。
composer,"【名】作曲家, コンポーザー.",/kəmˈpoʊzər/,Beethoven is a famous composer.,ベートーヴェンは有名な作曲家です。
configuration,"【名】構成, 配置.",/kənˌfɪɡjəˈreɪʃən/,The configuration of the building is unique and modern.,建物の形状はユニークでモダンです。
consultation,"【名】相談, 協議.",/kɒn.sʌlˈteɪ.ʃən/,I need to schedule a consultation with my doctor.,私は医者との相談を予定する必要があります。
continent,【名】大陸.,/kɒn.tɪ.nənt/,Africa is the second largest continent in the world.,アフリカは世界で2番目に大きな大陸です。
republic,【名】共和国.,/rɪˈpʌblɪk/,The United States is a republic.,アメリカ合衆国は共和国です。
residual,【形】残存する;【名】残余.,/rɪˈzɪdʒuəl/,There was a residual amount of water left in the bucket.,バケツの中には水が少し残っていました。
transaction,"【名】取引, 交渉.",/trænˈzæk.ʃən/,The transaction was completed successfully.,取引は成功裏に完了しました。
revolutionary,【形】革命的な;【名】革命家.,/rɛvəˈluːʃəˌnɛri/,She was a revolutionary leader who fought for equality.,彼女は平等のために戦った革命的なリーダーだった。
exit,"【名】出口, 退場.",/ˈɛksɪt/,Please use the exit on the right.,右側の出口をご利用ください。
neuron,"【名】ニューロン, 神経細胞.",/njʊərɑn/,The neuron is the basic unit of the nervous system.,神経単位は神経系の基本単位です。
impulse,"【名】衝動, インパルス.",/ˈɪmpʌls/,He couldn't resist the impulse to buy the new video game.,彼は新しいビデオゲームを買う衝動を抑えられなかった。
overhead,"【名】間接費用, 頭上.",/ˌoʊvərˈhɛd/,Be careful of the overhead branches.,頭上の枝に注意してください。
curriculum,"【名】カリキュラム, 教育課程.",/kəˈrɪkjələm/,They have a very good curriculum at that university.,その大学のカリキュラムは非常に優れている。
oxidize,"【動】酸化する, 酸化させる.",/ˈɑksɪˌdaɪz/,Iron can oxidize when exposed to air and moisture.,鉄は空気と湿気にさらされると酸化することがある。
artwork,"【名】アートワーク, 美術品.",/'ɑːrtwɜːrk/,The museum has a beautiful collection of artwork.,その美術館には美しい芸術作品のコレクションがあります。
sneeze,【動】くしゃみをする;【名】くしゃみ.,/sniːz/,"He stifled a series of sneezes, afraid to wake the sleeping baby.",寝ている赤ん坊を起こすのが怖くて、くしゃみを何度も抑えた。
diagnostic,【形】診断の;【名】診断.,/dɪəɡˈnɑːstɪk/,The doctor performed a diagnostic test to determine the cause of the patient's symptoms.,医師は患者の症状の原因を特定するために診断テストを行いました。
diary,"【名】日記, ダイアリー.",/ˈdaɪəri/,I write in my diary every night.,私は毎晩日記を書きます。
dioxide,【名】二酸化物.,/daɪˈɑksaɪd/,Carbon dioxide is a greenhouse gas.,二酸化炭素は温室効果ガスです。
selective,"【形】選択的な, 選り好みする.",/sɪˈlɛktɪv/,She is very selective when it comes to choosing her friends.,彼女は友達を選ぶ時にとても選択的です。
sensation,"【名】感覚, 感じ.",/sɛnˈseɪʃən/,The sensation of touch is important for human interaction.,触覚の感覚は人間の交流に重要です。
separation,"【名】分離, 分割.",/sɛpəˈreɪʃən/,The separation of the two substances is necessary for the experiment.,実験のために、2つの物質の分離が必要です。
discrete,"【形】離散的な, 個別の.",/dɪˈskriːt/,He was able to identify the discrete pieces of the puzzle.,彼は、パズルのバラバラのピースを特定することができました。
shortly,"【副】まもなく, すぐに.",/ˈʃɔːtli/,The train will arrive shortly.,電車はまもなく到着します。
regression,"【名】退行, 後退.",/rɪˈɡrɛʃən/,Regression analysis is a statistical method used to examine the relationship between a dependent variable and one or more independent variables.,回帰分析は、従属変数と1つ以上の独立変数との関係を調べるために使用される統計的な手法です。
simulate,"【動】シミュレートする, 模擬する.",/sɪmjəleɪt/,He tried to simulate the sound of a car engine.,彼は車のエンジンの音を‘の'ふりをしようとした。
simulation,"【名】シミュレーション, 模擬実験.",/sɪmjəˈleɪʃən/,Simulation games allow players to experience various scenarios and situations.,シミュレーションゲームは、プレイヤーがさまざまなシナリオや状況を体験することができます。
ecological,"【形】生態学的な, 環境に関する.",/ˌiː.kəˈlɒ.dʒɪ.kəl/,Ecological conservation is important for maintaining the balance of nature.,自然のバランスを保つために、生態学的な保護は重要です。
ecology,"【名】生態学, 生態系.",/ɪˈkɒlədʒi/,Ecology is the study of the relationship between organisms and their environment.,生態学は生物と生活環境との関連を研究する学問です。
emperor,"【名】皇帝, 帝王.",/ˈɛmpərər/,The emperor ruled over the kingdom with absolute power.,皇帝は絶対的な権力を持って王国を統治した。
encode,"【動】符号化する, 暗号化する.",/ɪnˈkoʊd/,I need to encode this message before sending it.,このメッセージを送る前に暗号化する必要があります。
socialize,"【動】社交する, 交際する.",/'soʊʃəlaɪz/,I enjoy socializing with my friends on the weekends.,週末に友達と交流するのが楽しいです。
enzyme,【名】酵素.,/ˈɛnzaɪm/,Enzymes are proteins that act as catalysts in biological reactions.,酵素は生物学的な反応で触媒として働くタンパク質です。
equality,"【名】平等, 同等.",/ɪˈkwɒləti/,Equality is the foundation of a just society.,平等は公正な社会の基盤です。
spatial,"【形】空間の, 空間的な.",/ˈspeɪʃəl/,The spatial arrangement of the furniture in the room creates a cozy atmosphere.,部屋の家具の配置は居心地の良い雰囲気を作り出しています。
specialty,"【名】専門分野, 専門.",/'spɛʃəlti/,Her specialty is baking delicious cakes.,彼女の専門は美味しいケーキを焼くことです。
sperm,【名】精子.,/spɜrm/,The sperm fertilizes the egg to create a new life.,精子は卵を受精して新しい命を作り出します。
paradox,"【名】逆説, パラドックス.",/ˈpærəˌdɑks/,"It's a paradox that the more choices we have, the harder it is to make a decision.",選択肢が多ければ多いほど、決断するのが難しいというのは逆説だ。
scholarship,【名】奨学金.,/ˈskɑlərʃɪp/,I received a scholarship to study abroad.,私は留学のための奨学金を受け取りました。
exponential,"【形】指数関数的な, 急激な.",/ɪkˈspəʊ.nən.ʃəl/,Exponential growth is a common phenomenon in nature.,指数関数的な成長は自然界でよく見られる現象だ。
plug,【名】プラグ;【動】プラグを差し込む.,/plʌɡ/,I need to replace the sparking plug in my car.,私は車のスパークプラグを交換する必要があります。
static,"【形】静的な, 静止した.",/'stætɪk/,House prices have remained static for several months.,住宅の価格はここ数か月間動きがありません。
statistics,【名】統計学.,/stəˈtɪstɪks/,Statistics is an important field of study.,統計は重要な研究分野です。
strictly,"【副】厳密に, 厳しく.",/ˈstrɪktli/,He follows a strictly vegetarian diet.,彼は厳格な菜食主義を守っています。
suicide,【名】自殺.,/suːɪˈsaɪd/,She struggled with thoughts of suicide for years.,彼女は何年も自殺の考えに苦しんでいました。
specimen,"【名】標本, サンプル.",/'spɛsɪmən/,The museum has a collection of various specimens from around the world.,その博物館には世界中から集められたさまざまな見本があります。
surgical,"【形】外科の, 外科的な.",/sɜrˈdʒɪkəl/,He underwent a surgical procedure to remove the tumor.,彼は腫瘍を取り除くために外科手術を受けました。
surgeon,【名】外科医.,/sɜːrˈdʒən/,The surgeon performed a successful operation.,外科医は成功した手術を行いました。
terribly,"【副】ひどく, 非常に.",/tɛrəbli/,The storm was terribly frightening.,嵐は恐ろしく怖かった。
theorem,"【名】定理, 理論.",/ˈθiərəm/,Einstein's theory of relativity is a famous theorem in physics.,アインシュタインの相対性理論は物理学の有名な定理です。
thereby,"【副】それによって, それに関して.",/ˈðɛərˌbaɪ/,He saved a lot of money and thereby was able to buy a new car.,彼はたくさんのお金を節約し、それによって新しい車を買うことができました。
thesis,"【名】論文, テーゼ.",/ˈθiːsɪs/,I am currently working on my thesis for my master's degree.,私は現在、修士論文に取り組んでいます。
gradient,"【名】勾配, 傾斜.",/ˈɡreɪdiənt/,The students studied the gradient of the equation.,学生たちは方程式の勾配を学んだ。
tolerance,"【名】許容範囲, 寛容さ.",/tɒlərəns/,Tolerance is an important value in a diverse society.,寛容は多様な社会において重要な価値観です。
habitat,"【名】生息地, 住環境.",/hæbɪtæt/,The Amazon rainforest is a rich habitat for a diverse range of plant and animal species.,アマゾンの熱帯雨林は多様な動植物種の豊かな生息地です。
toxic,"【形】有毒な, 毒性の.",/'tɒksɪk/,Exposure to toxic chemicals can have serious health effects.,有毒な化学物質にさらされると、重篤な健康影響が出る可能性があります。
rewrite,"【動】書き直す, 改訂する.",/ˌriːˈraɪt/,I need to rewrite this paragraph.,この段落を書き直す必要があります。
triangle,"【名】三角形, 三角.",/ˈtraɪˌæŋɡəl/,The triangle has three sides.,三角形は三つの辺を持っています。
herbicide,【名】除草剤.,/ˈhɜːr.bɪ.saɪd/,The farmer used herbicide to kill the weeds in his field.,農夫は除草剤を使って畑の雑草を駆除しました。
historically,"【副】歴史的に, 伝統的に.",/hɪˈstɔːrɪkəli/,"Historically, this city has been a center of trade and commerce.",歴史的に、この都市は貿易と商業の中心地でした。
undergraduate,【名】学部生.,/ˌʌndərˈɡrædʒuət/,She is an undergraduate student at the university.,彼女は大学の学部生です。
utterance,"【名】発言, 口述.",/ˈʌtərəns/,"During the professor's lecture, a student's unexpected utterance caused the entire class to burst into laughter.",教授の講義中、ある学生の思いがけない発言で、クラス中が爆笑に包まれた。
validity,"【名】妥当性, 有効性.",/vəˈlɪdəti/,The validity of the passport is 10 years.,パスポートの有効期限は10年です。
valve,"【名】バルブ, 弁.",/vælv/,Turn the valve to control the flow of liquid.,液体の流れを調節するためにバルブを回してください。
vertical,"【形】垂直の, 縦の.",/vɜrˈtɪkəl/,The flagpole stood tall and vertical.,旗竿は高く垂直に立っていました。
insect,【名】昆虫.,/ˈɪnˌsɛkt/,I saw a beautiful insect in the garden.,私は庭で美しい昆虫を見ました。
interface,"【名】インターフェース, 接続部.",/ˈɪntərˌfeɪs/,The user interface of the app is easy to navigate.,アプリのユーザーインターフェースは操作が簡単です。
ion,【名】イオン.,/ˈaɪ.ɒn/,I went to the ion to buy some groceries.,私はイオンに行って食料品を買いました。
whichever,【代】どちらでも.,/ˈwʰɪtʃˌɛvər/,Choose whichever you like.,どれでも好きなものを選びなさい。
whoever,【代】誰でも.,/ˌhuːˈɛvər/,Whoever wants to join the club can sign up at the front desk.,クラブに参加したい人は、フロントデスクで申し込むことができます。
kilometer,【名】キロメートル.,/kɪˈlɒmɪtər/,I walked five kilometers today.,今日は5キロメートル歩きました。
lab,"【名】実験室, ラボ.",/læb/,I spent all day in the lab conducting experiments.,私は一日中実験室で実験を行いました。
criteria,"【名】基準, 規準.",/kraɪˈtɪəriə/,"To be considered for the scholarship, applicants must meet the eligibility criteria.",奨学金の対象となるためには、応募者は適任基準を満たす必要があります。
lifestyle,"【名】ライフスタイル, 生活様式.",/ˈlaɪfˌstaɪl/,Having a healthy lifestyle is important for overall well-being.,健康的な生き方は全体的な幸福感に重要です。
linguistic,"【形】言語の, 言語学の.",/lɪŋˈɡwɪstɪk/,Linguistic studies the structure and development of languages.,言語学は言語の構造と発展を研究します。
linguistics,【名】言語学.,/lɪŋˈɡwɪstɪks/,Linguistics is the scientific study of language and its structure.,言語学は言語とその構造の科学的研究です。
liter,【名】リットル.,/ˈlɪtər/,I bought a liter of milk at the grocery store.,私はスーパーで1リットルの牛乳を買いました。
meaningful,"【形】意味のある, 有意義な.",/ˈmiːnɪŋfʊl/,Reading books is a meaningful activity.,本を読むことは有意義な活動です。
media,"【名】メディア, 媒体.",/'miːdiə/,The media plays a crucial role in shaping public opinion.,メディアは公共の意見形成に重要な役割を果たしています。
messenger,"【名】メッセンジャー, 使者.",/'mɛsəndʒər/,The messenger left for London in secret.,使者はひそかにロンドンへ出発した。
metabolism,"【名】代謝, 新陳代謝.",/mɪˈtæbəˌlɪzəm/,Regular exercise can help boost your metabolism.,定期的な運動は新陳代謝を促進するのに役立ちます。
metaphor,"【名】比喩, メタファー.",/mɛtəfɔr/,Her smile is a ray of sunshine.,彼女の笑顔は太陽の光です。
undermine,"【動】弱体化させる, 損なう.",/ˌʌndərˈmaɪn/,His constant criticism undermines her confidence.,彼の絶え間ない批判は彼女の自信を損なう。
maximize,"【動】最大化する, 増大させる.",/mæksɪmaɪz/,We need to maximize our profits in order to grow the business.,ビジネスを成長させるために利益を最大化する必要があります。
norm,"【名】規範, 基準.",/nɔːrm/,Breaking the norm can sometimes lead to innovative ideas and positive change.,常識を打ち破ることは、革新的なアイデアや前向きな変化につながることがあります。
convergence,"【名】収束, 集中.",/kənˈvɜːrdʒəns/,The convergence of technology and art has led to innovative creations.,技術と芸術の融合は革新的な創造をもたらしています。
questionnaire,【名】アンケート.,/kwɛs.tʃəˈnɛr/,Please fill out the questionnaire.,質問表に記入してください。
sustainable,"【形】持続可能な, 継続可能な.",/səˈsteɪ.nə.bəl/,Using renewable energy is a sustainable way to power our homes.,再生可能エネルギーを利用することは、私たちの家を持続可能な方法で電力供給する手段です。
sensory,"【形】感覚の, 感覚に関する.",/'sɛnsəri/,The sensory experience of eating a ripe mango is heavenly.,熟したマンゴーを食べる感覚は天国のようだ。
separately,"【副】個別に, 別々に.",/sɛpərətli/,They decided to go separately to the party.,彼らはパーティーに分かれて行くことに決めました。
solar,"【形】太陽の, 太陽に関する.",/ˈsoʊlər/,Solar energy is a renewable source of power.,太陽エネルギーは再生可能な電源です。
capitalist,【形】資本主義の;【名】資本家.,/ˈkæpɪtəlɪst/,The capitalist invested in a new business venture.,資本家は新しい事業に投資しました。
evident,"【形】明らかな, 自明の.",/ˈɛvɪdənt/,It is evident that he did it.,彼がそれをやったことは明らかだ。
formally,"【副】正式に, 公式に.",/fɔːrˈməli/,He dressed formally for the business meeting.,彼はビジネスミーティングのために正装した。
differentiation,"【名】差別化, 区別.",/dɪfəˌrenʃiˈeɪʃ(ə)n/,Differentiation is an important concept in mathematics.,微分は数学の重要な概念です。
neo,"【接頭】新しい, 近い.",/niːoʊ/,The new technology revolutionized the industry.,新しい技術が産業を革新しました。
non,"【接頭】非, 無.",/nɑn/,I am a non-smoker.,私は禁煙者です。
pre,"【接頭】前, 先行.",/pɹiː/,The prehistoric era was a time before written records.,先史時代は、記録が書かれる前の時代でした。
classify,"【動】分類する, 区分する.",/'klæsɪfaɪ/,It is important to classify the different types of animals.,異なる種類の動物を分類することは重要です。
periodic,"【形】周期的な, 定期的な.",/pɪəriˈɒdɪk/,I have a periodic meeting with my team every month.,私は毎月、チームと定期的に会議をしています。
modification,"【名】修正, 変更.",/mɑdɪfɪˈkeɪʃən/,The modification of the building was necessary to meet safety regulations.,建物の修正は安全規制を満たすために必要でした。
momentum,【名】運動量.,/moʊˈmɛntəm/,The team gained momentum after winning the first game.,チームは最初の試合に勝った後、勢いを得ました。
dynamic,"【形】動的な, 活発な.",/dɪˈnæmɪk/,The dynamic performance of the car was impressive.,車のダイナミックなパフォーマンスは印象的でした。
synthetic,"【形】合成の, 人工的な.",/sɪnˈθɛtɪk/,She wore a synthetic wig to the party.,彼女はパーティーで合成のウィッグをかぶっていた。
absorption,"【名】吸収, 吸着.",/əbˈsɔːrpʃən/,The absorption of nutrients is essential for our body.,栄養素の吸収は私たちの体にとって必要不可欠です。
accelerate,"【動】加速する, 促進する.",/əkˈsɛləreɪt/,The car started to accelerate as it moved down the hill.,車は丘を下り始めると速度を速め始めました。
accumulate,"【動】蓄積する, 集める.",/əˈkjumjəˌleɪt/,"Over time, he managed to accumulate a vast collection of rare books.",時間をかけて彼は珍しい本の大量のコレクションを蓄積することができました。
alien,"【名】異星人, 宇宙人;【形】異質な.",/ˈeɪ.li.ən/,This alien culture is fascinating to learn about.,この外国の文化を学ぶのは魅力的です。
arrow,"【名】矢, 矢印.",/ˈæroʊ/,He shot an arrow at the target.,彼は的に矢を射た。
array,"【名】配列, アレイ.",/əˈreɪ/,I arrayed the books in the shelves.,本を棚に並べました。
atom,【名】原子.,/ˈætəm/,The atom is the basic unit of a chemical element.,原子は化学元素の基本単位です。
athletic,"【形】運動の, スポーツの.",/əˈθlɛtɪk/,He is very athletic and excels in various sports.,彼は非常に運動競技の得意で、様々なスポーツで優れています。
atomic,"【形】原子の, 原子的な.",/əˈtɒmɪk/,The atomic structure of the material was complex.,その物質の原子構造は複雑だった。
auction,"【名】オークション, 競売.",/ˈɔːkʃən/,I won the bid at the auction.,私はオークションで入札に勝ちました。
bat,【名】コウモリ;【名】バット.,/bæt/,He hit the ball with his bat.,彼はバットでボールを打った。
binary,"【形】二進法の, 二元の;【名】二進法.",/'baɪnəri/,The computer stores data in binary format.,コンピュータはデータを二進数形式で保存します。
campus,"【名】キャンパス, 校地.",/'kæmpəs/,I love walking around the campus and exploring all the different buildings.,私はキャンパスを散策して、さまざまな建物を探検するのが好きです。
carrier,"【名】運び手, キャリア.",/ˈkæriər/,The carrier transported the goods to the warehouse.,運搬人は商品を倉庫に運びました。
censor,【動】検閲する;【名】検閲.,/'sɛnsər/,The censor reviewed the film before it was released.,映画は公開前に検閲官によって審査されました。
client,"【名】クライアント, 依頼人.",/'klaɪənt/,The lawyer met with the client to discuss the case.,弁護士は依頼人と会って事件について話し合った。
clinic,"【名】診療所, クリニック.",/'klɪnɪk/,I have an appointment at the clinic tomorrow.,明日、私はクリニックで予約があります。
clue,"【名】手がかり, 糸口.",/kl(uː)/,I found a clue that led me to the hidden treasure.,私は隠された宝物へと導く手がかりを見つけました。
colonial,"【形】植民地の, 植民の.",/kəˈloʊnɪəl/,The country gained independence from its colonial rulers.,その国は植民地支配者から独立を達成した。
colony,【名】植民地.,/ˈkɑːləni/,The British established a colony in India.,イギリスはインドに植民地を建設しました。
comparable,"【形】比較可能な, 匹敵する.",/kəmˈpærəbəl/,The performance of the new model is comparable to that of the previous version.,新しいモデルの性能は、前のバージョンと匹敵しています。
competent,"【形】有能な, 適任の.",/kɑmˈpɪtənt/,She is a competent manager who can handle any task efficiently.,彼女はどんな仕事も効率的に処理できる有能なマネージャーです。
dense,"【形】密な, 密集した.",/dɛns/,The forest was dense with trees.,森は木々で密度が濃かった。
consent,"【名】同意, 承諾.",/kənˈsɛnt/,He consented on the spot.,彼は即座に承知した。
conscious,"【形】意識的な, 自覚した.",/ˈkɒnʃəs/,She is conscious of her surroundings.,彼女は周囲に気づいている。
consciousness,"【名】意識, 自覚.",/kɑnʃəsnəs/,Consciousness is the awareness or perception of something.,意識とは何かを認識または感知することです。
conserve,"【動】保存する, 保護する.",/kənˈsɜːrv/,It is important to conserve water during a drought.,干ばつ時には水を節約することが重要です。
constitution,"【名】憲法, 構成.",/kɒnstɪˈtjuːʃ(ə)n/,The constitution of this organization is well-structured.,この組織の構成はよく組み立てられています。
consonant,【名】子音.,/kɑn.sə.nənt/,The word 'consonant' refers to a speech sound that is produced by obstructing airflow in the vocal tract.,「子音」という言葉は、声道で空気の流れを妨げることによって生じる音を指します。
consumption,"【名】消費, 消費量.",/kənˈsʌmpʃən/,The consumption of fast food has increased significantly in recent years.,最近、ファストフードの消費量が大幅に増加しています。
corruption,"【名】腐敗, 汚職.",/kəˈrʌpʃən/,Corruption is a serious problem in many countries.,腐敗は多くの国で深刻な問題です。
cortex,"【名】皮質, 大脳皮質.",/'kɔrtɛks/,The cortex is the outer layer of an organ or structure.,皮質は臓器や構造物の外層です。
correspondence,"【名】通信, 対応.",/kɔːrɪˈspɒndəns/,I received a correspondence from my boss today.,今日、上司から連絡がありました。
deceive,"【動】欺く, 騙す.",/dɪˈsiːv/,He tried to deceive me with his lies.,彼は嘘で私をだますことを試みた。
diffusion,"【名】拡散, 拡散作用.",/dɪˈfjuːʒən/,"The pleasant aroma of the freshly baked cookies spread throughout the house, [[thanks to]] the process of diffusion.",焼きたてのクッキーの心地よい香りが、拡散の作用によって家中に広がっていく。
disturbance,"【名】障害, 乱れ.",/dɪˈstɜːrbəns/,The disturbance in the classroom disrupted the students' concentration.,教室の騒ぎが生徒たちの集中力を乱しました。
domain,"【名】領域, ドメイン.",/dəˈmeɪn/,The government has control over the entire domain.,政府は全ての領地を管理しています。
elastic,"【形】弾性的な, 弾力のある.",/ɪˈlæs.tɪk/,The elastic band stretched easily.,ゴムバンドは簡単に伸びました。
erase,"【動】消去する, 削除する.",/ɪˈreɪs/,I need to erase this mistake.,この間違いを消さないといけない。
essence,"【名】本質, エッセンス.",/ˈɛsəns/,Understanding the essence of a problem is crucial for finding a solution.,問題の本質を理解することは解決策を見つけるために重要です。
ethics,"【名】倫理, 倫理学.",/ˈɛθɪks/,Studying ethics helps us understand moral principles and make ethical decisions.,倫理学を学ぶことは、道徳的な原則を理解し、倫理的な決定をするのに役立ちます。
ethical,"【形】倫理的な, 道徳的な.",/ˈɛθɪkəl/,She always makes ethical decisions.,彼女は常に倫理的な決定をします。
execution,"【名】処刑, 実行.",/ˌɛk.sɪˈkjuː.ʃən/,The execution of the plan went smoothly.,計画の実行はスムーズに行われました。
exploit,"【動】搾取する, 利用する.",/ɪkˈsplɔɪt/,Employers sometimes exploit their workers.,雇い主は、時に従業員を搾取する。
fatigue,"【名】疲労, 疲れ.",/fəˈtiːɡ/,I feel a lot of fatigue after working long hours.,長時間働いた後、私はとても疲労を感じます。
fin,"【名】ひれ, フィン.",/fɪn/,The fish swam gracefully with its fins.,魚はひれを使って優雅に泳いだ。
fossil,【名】化石.,/'fɑsəl/,Scientists discovered a rare fossil of a prehistoric bird.,科学者たちは、一羽の化石化した鳥の希少な化石を発見しました。
friction,"【名】摩擦, 抵抗.",/'frɪkʃən/,Friction is the resistance encountered when two objects move against each other.,摩擦は、2つの物体が互いに動く際に遭遇する抵抗です。
fringe,"【名】縁, 周辺.",/frɪndʒ/,She wore a beautiful shawl with fringe.,彼女はふさ飾りのついた美しいショールを身に着けていました。
gauge,"【名】ゲージ, 計器.",/ɡeɪdʒ/,The gauge of the shotgun is 12.,ショットガンのゲージは12です。
generalize,"【動】一般化する, 普遍化する.",/dʒɛnərəˈlaɪz/,It is important to generalize the results of the study to a larger population.,研究の結果をより広い人口に一般化することが重要です。
dependence,"【名】依存, 依存状態.",/dɪˈpɛndəns/,I have a strong dependence on coffee to start my day.,私は一日を始めるためにコーヒーに強く頼っています。
identification,"【名】識別, 身元確認.",/ɑɪˌdɛntɪfɪˈkeɪʃən/,Identification is required to enter the building.,建物に入るためには身分証明が必要です。
ideology,"【名】イデオロギー, 思想.",/aɪ.diˈɑl.ə.dʒi/,His ideology shaped his political beliefs.,彼のイデオロギーが彼の政治的信念を形作った。
identical,"【形】同一の, 全く同じ.",/ɪˈdɛntɪkəl/,The twins have identical haircuts.,双子は同じ髪型です。
illusion,"【名】錯覚, 幻覚.",/ɪˈluʒən/,Don't be fooled by the illusion of success.,成功の幻想に騙されてはいけない。
indicator,"【名】指標, 指示.",/ɪnˈdɪkeɪtər/,The traffic light is an indicator for drivers.,交通信号は運転手の指示器です。
indirect,"【形】間接的な, 遠回しの.",/ˌɪn.dəˈrɛkt/,He took an indirect route to avoid traffic.,彼は交通渋滞を避けるために迂回路を取った。
indifference,"【名】無関心, 無頓着.",/ɪnˈdɪfrəns/,Her indifference towards his feelings hurt him deeply.,彼の気持ちに無関心な彼女は、彼を深く傷つけた。
individually,"【副】個別に, 一人一人.",/ɪnˈdɪvɪdʒuəli/,Each student will be graded individually.,各学生は個々に評価されます。
inference,"【名】推論, 推測.",/ˈɪnfərəns/,"Upon observing the clues at the crime scene, the detective made a logical inference about the suspect's identity.",犯行現場の手がかりを観察して、刑事は容疑者の身元を論理的に推理した。
inferior,"【形】劣った, 下級の.",/ɪnˈfɪəriər/,He always feels inferior to his older brother.,彼はいつも兄に劣等感を抱いている。
infinity,"【名】無限, 無限大.",/ɪnˈfɪnəti/,The possibilities are infinite.,可能性は無限です。
informal,"【形】非公式の, 略式の.",/ɪnˈfɔːrml/,"I'm going to a party tonight, so I'll be dressed informally.",今夜はパーティーに行くから、カジュアルな格好で行くよ。
inject,"【動】注射する, 投入する.",/ɪnˈdʒɛkt/,The nurse will inject the vaccine into your arm.,看護師があなたの腕にワクチンを注入します。
inhibit,"【動】抑制する, 阻止する.",/ɪnˈhɪbɪt/,His behavior was inhibited by the strict rules.,彼の行動は厳しい規則によって抑圧された。
intensive,"【形】集中的な, 徹底的な.",/ɪnˈtɛnsɪv/,She had an intensive workout at the gym.,彼女はジムで集中的にワークアウトをした。
integral,【形】不可欠な;【名】積分.,/ˈɪntɪɡrəl/,Calculus is an integral part of mathematics.,微積分は数学の不可欠な部分である。
interrupt,"【動】中断する, 妨げる.",/ɪntəˈrʌpt/,"I'm sorry to interrupt, but can I ask a question?",申し訳ありませんが、お尋ねしてもよろしいですか？
invade,"【動】侵略する, 侵入する.",/ɪnˈveɪd/,The enemy plans to invade our territory.,敵は私たちの領土に侵入する計画です。
invasion,"【名】侵略, 侵入.",/ɪnˈveɪʒən/,The country prepared its defenses against the invasion.,国は侵入に備えて防御を準備しました。
justification,"【名】正当化, 理由.",/d͡ʒʌstɪfɪˈkeɪʃən/,Your justification for this decision is not convincing enough.,あなたのこの決定に対する正当化は十分に説得力がありません。
legend,"【名】伝説, 伝承.",/'lɛdʒənd/,The legend of King Arthur has been passed down for centuries.,アーサー王の伝説は何世紀にもわたって伝えられてきた。
leisure,"【名】余暇, レジャー.",/'liːʒər/,I enjoy leisure activities such as reading and hiking.,私は読書やハイキングなどのレジャー活動を楽しんでいます。
longitudinal,"【形】縦断的な, 長期的な.",/lɒn.dʒɪˈtjuː.dɪ.nəl/,The longitudinal study revealed significant findings.,縦断的研究により、重要な発見が明らかになりました。
marker,"【名】目印, マーカー.",/ˈmɑːrkər/,She used a marker to highlight important information in the book.,彼女は本の重要な情報を強調するためにマーカーを使いました。
matrix,"【名】マトリックス, 行列.",/'meɪtrɪks/,The matrix is a mathematical concept used in linear algebra.,行列は線形代数で使用される数学的な概念です。
mediate,"【動】仲介する, 調停する.",/miːdɪeɪt/,The mediator helped to mediate the dispute between the two parties.,仲介者は二つの当事者間の紛争を調停するのを助けました。
mercury,【名】水銀.,/ˈmɜːr.kjʊ.ri/,"Mercury is a heavy, silvery-white liquid metal.",水銀は重い銀白色の液体金属です。
secrete,"【動】分泌する, 隠す.",/sɪˈkriːt/,The endocrine gland secretes hormones into the bloodstream.,内分泌腺はホルモンを血液中に分泌します。
