entry,meaning,ipa,example_sentence,translated_sentence
accessible,【形】アクセス可能な,/əkˈsɛsəbəl/,This airport is easily accessible by bus.,この空港はバスで楽に行けます。
accomplishment,"【名】業績, 成果",/əˈkʌmplɪʃmənt/,She felt a great sense of accomplishment after completing the marathon.,彼女はマラソンを完走した後、大きな達成感を感じました。
accordingly,【副】それに応じて,/əˈkɔːrdɪŋli/,"The weather was bad, so accordingly, we cancelled our picnic.",天気が悪かったので、従って、私たちはピクニックをキャンセルしました。
accumulate,"【動】蓄積する, 積み重ねる",/əˈkjumjəˌleɪt/,"Over time, he managed to accumulate a vast collection of rare books.",時間をかけて彼は珍しい本の大量のコレクションを蓄積することができました。
acclaim,"【名】称賛, 賞賛",/əˈkleɪm/,The novel received widespread acclaim for its innovative storytelling.,この小説は革新的なストーリー展開で広く称賛された。
adapter,"【名】アダプター, 変換器",/əˈdæptər/,I need to buy a new adapter for my laptop.,私はラップトップのために新しいアダプターを買う必要があります。
advancement,"【名】進歩, 昇進",/ədˈvænsmənt/,Technological advancements have greatly improved our lives.,技術の進歩により、私たちの生活は大幅に改善されました。
anytime,【副】いつでも,/ˈɛniˌtaɪm/,You can call me anytime.,あなたはいつでも私に電話することができます。
anyhow,"【副】どうにかして, とにかく",/ˈɛnihaʊ/,"Anyhow, we must finish this task before the deadline.",何としても、締め切り前にこのタスクを終えなければなりません。
apology,【名】謝罪,/əˈpɑlədʒi/,I must make an apology to her.,私は彼女に謝らなければならない。
athletic,"【形】運動の, スポーツの",/əˈθlɛtɪk/,He is very athletic and excels in various sports.,彼は非常に運動競技の得意で、様々なスポーツで優れています。
attain,"【動】達成する, 獲得する",/əˈteɪn/,"With hard work and dedication, you can attain your goals.",努力と献身で、あなたは目標を達成することができます。
auction,【名】オークション,/ˈɔːkʃən/,I won the bid at the auction.,私はオークションで入札に勝ちました。
automobile,【名】自動車,/ˈɔː.tə.mə.biːl/,I bought a new automobile yesterday.,私は昨日新しい自動車を買いました。
automotive,【形】自動車の,/ˌɔː.təˈmoʊ.tɪv/,The automotive industry is constantly evolving with new technological advancements.,自動車産業は新しい技術の進歩と共に常に進化しています。
authentic,"【形】本物の, 信頼できる",/ɔːˈθɛntɪk/,This restaurant serves authentic Italian cuisine.,このレストランは本格的なイタリア料理を提供しています。
enrollment,"【名】入学, 登録",/ɪnˈroʊlmənt/,Enrollment in the UFO Charity Run is [[on a first-come-served basis]].,UFOチャリティーランへの登録は先着順です。
badge,【名】バッジ,/bædʒ/,He proudly wore his badge on his uniform.,彼は自慢げに制服に記章をつけていた。
recur,【動】再発する,/rɪˈkɜːr/,The same issue seems to recur every month.,同じ問題が毎月繰り返し起こるようです。
basket,"【名】バスケット, かご",/'bæskɪt/,I put the apples in the basket.,私はリンゴをかごに入れました。
basketball,【名】バスケットボール,/'bæskɪtbɔːl/,He loves playing basketball.,彼はバスケットボールを楽しんでいる。
booth,"【名】ブース, 小間",/buːθ/,I set up a booth at the local fair to sell my handmade crafts.,地元の祭りで手作りの工芸品を売るために仮小屋を設置しました。
bulb,【名】電球,/bʌlb/,I planted flower bulbs in my garden.,私は庭に花の球根を植えました。
cabin,"【名】小屋, キャビン",/ˈkæbɪn/,The cabin was built with cedar wood.,その小屋はヒマラヤスギの木で建てられました。
cabinet,"【名】キャビネット, 戸棚",/'kæbɪnət/,The president appointed a new cabinet.,大統領は新しい閣僚を任命しました
calendar,【名】カレンダー,/ˈkæl.ən.dər/,I always mark important dates on my calendar.,私はいつも大切な日付をカレンダーに記入します。
campus,【名】キャンパス,/'kæmpəs/,I love walking around the campus and exploring all the different buildings.,私はキャンパスを散策して、さまざまな建物を探検するのが好きです。
captain,"【名】キャプテン, 船長",/ˈkæp.tən/,The captain of the ship is responsible for the safety of the crew and passengers.,船長は乗組員と乗客の安全を責任を持っています。
carrier,"【名】運送業者, キャリア",/ˈkæriər/,The carrier transported the goods to the warehouse.,運搬人は商品を倉庫に運びました。
cart,"【名】カート, 手押し車",/kɑːrt/,I rode a cart to transport the goods.,私は荷物を運ぶためにカートに乗りました。
certification,"【名】認証, 証明書",/sɝː.tɪ.fɪˈkeɪ.ʃən/,She received her certification as a yoga instructor.,彼女はヨガインストラクターの資格を取得しました。
celebrity,"【名】有名人, セレブリティ",/səˈlɛbrəti/,"On encountering the celebrity, they asked for his autograph.",彼らは有名人と出くわすなり、サインをもとめた。
certificate,【名】証明書,/sərˈtɪfɪkət/,I received a certificate for completing the course.,私はコースを修了したことを証明するための証明書を受け取りました。
checkup,"【名】健康診断, 検診",/ˈtʃɛkʌp/,I have a checkup at the doctor's office next week.,来週、私は医者の診察を受けます。
circus,【名】サーカス,/'sɜːrkəs/,The children chased after the circus parade.,子どもたちがサーカスの行列を追いかけた。
client,"【名】クライアント, 顧客",/'klaɪənt/,The lawyer met with the client to discuss the case.,弁護士は依頼人と会って事件について話し合った。
clinic,"【名】診療所, クリニック",/'klɪnɪk/,I have an appointment at the clinic tomorrow.,明日、私はクリニックで予約があります。
cloth,【名】布,/klɒθ/,I bought a new cloth for my dress.,私はドレスに新しい布を買った。
cloudy,【形】曇った,/'klaʊdi/,The sky was cloudy today.,今日は空がくもっていた。
clue,【名】手がかり,/kl(uː)/,I found a clue that led me to the hidden treasure.,私は隠された宝物へと導く手がかりを見つけました。
compartment,"【名】区画, 仕切り",/kəmˈpɑːrtmənt/,The train compartment was crowded with passengers.,電車の区画は乗客で混雑していた。
compile,"【動】編纂する, まとめる",/kəmˈpaɪl/,I need to compile all the data before the meeting.,会議前にすべてのデータをまとめる必要があります。
compliance,"【名】遵守, コンプライアンス",/kəmˈplaɪəns/,Compliance with the rules is mandatory.,ルールに従うことは義務です。
complimentary,"【形】無料の, お世辞の",/kɒmplɪˈmɛntəri/,The hotel offers complimentary breakfast to all guests.,ホテルは全てのゲストに無料の朝食を提供しています。
consent,【名】同意;【動】同意する,/kənˈsɛnt/,He consented on the spot.,彼は即座に承知した。
consumption,【名】消費,/kənˈsʌmpʃən/,The consumption of fast food has increased significantly in recent years.,最近、ファストフードの消費量が大幅に増加しています。
contraction,"【名】短縮, 縮小",/kənˈtrækʃən/,The contraction of the metal occurred when it was exposed to cold temperatures.,金属は冷たい温度にさらされると収縮しました。
correspondence,"【名】通信, 対応",/kɔːrɪˈspɒndəns/,I received a correspondence from my boss today.,今日、上司から連絡がありました。
coupon,【名】クーポン,/ˈkuːpɑːn/,I used a coupon to get a discount on my purchase.,私はクーポンを使って購入品の割引を受けました。
decorate,【動】装飾する,/dɛkəreɪt/,I decorate my house with Christmas lights every year.,毎年クリスマスライトで家を飾ります。
deduction,"【名】控除, 差し引き",/dɪˈdʌkʃən/,The deduction for charitable donations is a great incentive for people to give to worthy causes.,慈善寄付金の控除は、人々が価値ある目的に寄付する大きな動機となります。
deck,"【名】デッキ, 甲板",/dɛk/,I like to relax on the deck and enjoy the sunshine.,私はデッキでリラックスして日光を楽しむのが好きです。
dedication,"【名】献身, 専念",/dɛdɪˈkeɪʃən/,Her dedication to her work is admirable.,彼女の仕事への奉納心は素晴らしいです。
demolish,【動】取り壊す,/dɪˈmɑlɪʃ/,The old building had become so rundown that it had to be demolished.,古い建物は、取り壊さなければならないほど荒廃していました。
departure,"【名】出発, 旅立ち",/dɪˈpɑːtʃər/,I watched my friends' departure as they left for a faraway land.,友達たちが遠い土地に向かって立ち去るのを見送った。
depart,"【動】出発する, 離れる",/dɪˈpɑːrt/,My flight will depart in an hour.,私の飛行機はあと１時間で出発です。
dental,【形】歯科の,/ˈdɛntəl/,I have a dental appointment tomorrow.,明日、歯医者の予約があります。
descriptive,"【形】描写的な, 説明的な",/dɪˈskrɪptɪv/,She gave a descriptive account of the accident.,彼女は事故の記述的な説明をした。
deteriorate,【動】悪化する,/dɪˈtɪəriəreɪt/,The air quality in the city has been deteriorating due to increased pollution.,都市の空気の質は、増加した汚染によって悪化しています。
diamond,【名】ダイヤモンド,/ˈdaɪəmənd/,The diamond's brilliancy was breathtaking.,ダイヤモンドの輝きは息をのむほどだった。
diner,"【名】食堂, ダイナー",/ˈdaɪ.nər/,I had dinner at a popular diner last night.,昨夜は人気の食堂で夕食をとりました。
disappointment,"【名】失望, 落胆",/dɪsəˈpɔɪntmənt/,I felt a deep sense of disappointment when I didn't get the job.,その仕事がもらえなかった時、私は深い失望感を感じました。
dislike,"【名】嫌悪, 嫌い",/dɪsˈlaɪk/,I dislike spiders.,私はクモが嫌いです。
dispose,"【動】処分する, 捨てる",/dɪˈspoʊz/,Please dispose of your trash in the designated bins.,指定されたゴミ箱にごみを捨ててください。
donation,【名】寄付,/dəʊˈneɪʃən/,I made a donation to the charity organization.,私はチャリティ団体に寄付をしました。
doorman,"【名】ドアマン, 門番",/ˈdɔrmən/,The doorman greeted us with a warm smile as we entered the hotel.,私たちがホテルに入ると、ドアマンが暖かい笑顔で迎えてくれました。
donate,【動】寄付する,/dəˈneɪt/,I decided to donate all my old clothes to the local charity.,私は古着をすべて地元のチャリティに寄贈することに決めました。
downtown,"【名】繁華街, ダウンタウン",/ˈdaʊntaʊn/,I love exploring downtown areas.,私は都市の中心地を探検するのが好きです。
durable,【形】耐久性のある,/djʊərəbəl/,This backpack is made of durable material.,このバックパックは丈夫な素材で作られています。
economize,"【動】節約する, 節減する",/ɪˈkɒnəmaɪz/,I always try to economize by shopping for groceries on sale.,いつもセール品を買って節約しようとしています。
editorial,【形】編集の;【名】社説,/ˌɛdɪˈtɔːriəl/,The editorial in today's newspaper was thought-provoking.,今日の新聞の社説は考えさせられるものだった。
elegant,"【形】優雅な, 上品な",/ˈɛlɪɡənt/,She looked elegant in her evening gown.,彼女はイブニングガウンで優雅に見えた。
enroll,"【動】登録する, 入学する",/ɪnˈroʊl/,Please enroll your name in the register.,氏名を名簿に記入してください。
erase,"【動】消す, 消去する",/ɪˈreɪs/,I need to erase this mistake.,この間違いを消さないといけない。
ethics,"【名】倫理, 倫理学",/ˈɛθɪks/,Studying ethics helps us understand moral principles and make ethical decisions.,倫理学を学ぶことは、道徳的な原則を理解し、倫理的な決定をするのに役立ちます。
exclusive,【形】排他的な,/ɪkˈskluːsɪv/,This offer is exclusive to our VIP members.,このオファーは私たちのVIP会員限定です。
expiration,【名】有効期限,/ˌɛk.spəˈreɪ.ʃən/,expiration date by 07 DEC 2022,消費期限　2022年12月7日
expire,【動】期限が切れる,/ɪkˈspaɪər/,The milk will expire tomorrow.,牛乳は明日賞味期限が切れます。
familiarize,"【動】慣れさせる, 親しませる",/fəˈmɪliəˌraɪz/,I need to familiarize myself with the new software.,新しいソフトウェアに慣れる必要があります。
fatigue,【名】疲労,/fəˈtiːɡ/,I feel a lot of fatigue after working long hours.,長時間働いた後、私はとても疲労を感じます。
fasten,"【動】固定する, 締める",/fæsn̩/,Please fasten your seatbelt before takeoff.,離陸前にシートベルトを締めてください。
firework,【名】花火,/'faɪərwɜːrk/,I watched a beautiful firework display last night.,昨夜、美しい花火の打ち上げを見ました。
fork,【名】フォーク,/fɔrk/,I need a fork to eat my dinner.,夕食を食べるためにフォークが必要です。
generic,"【形】一般的な, ノーブランドの",/dʒəˈnɛrɪk/,This is a generic example sentence.,これは一般的な例文です。
garage,"【名】車庫, ガレージ",/ɡəˈrɑːʒ/,I parked my car in the garage.,私は車を車庫に駐車しました。
garbage,【名】ごみ,/ˈɡɑːrbɪdʒ/,The city is filled with garbage.,街はゴミでいっぱいだ。
generator,【名】発電機,/dʒɛnəˈreɪtər/,The generator powered the entire building during the blackout.,停電中、発電機が建物全体を動かしました。
guidance,"【名】指導, 指示",/ˈɡaɪdəns/,The teacher provided guidance to the students.,先生は生徒たちに指導を行いました。
dependence,"【名】依存, 依存状態",/dɪˈpɛndəns/,I have a strong dependence on coffee to start my day.,私は一日を始めるためにコーヒーに強く頼っています。
ideally,【副】理想的には,/ʌɪˈdiːəli/,"Ideally, I would like to travel the world.",理想的には、世界中を旅したいです。
highway,【名】高速道路,/ˈhaɪweɪ/,I drove on the highway to get to the city.,私は都市に行くために高速道路を走りました。
icy,【形】氷のように冷たい,/ˈaɪsi/,The icy road sparkled in the sunlight.,凍結した道路が日光を浴びてまばゆく光った。
identification,"【名】身分証明, 身元確認",/ɑɪˌdɛntɪfɪˈkeɪʃən/,Identification is required to enter the building.,建物に入るためには身分証明が必要です。
immigration,"【名】移民, 移住",/ˌɪmɪˈɡreɪʃən/,Immigration is a hot topic in the current political climate.,移民は現在の政治的な状況で注目されている話題です。
inconvenience,"【名】不便, 迷惑",/ɪnkənˈviːniəns/,I apologize for any inconvenience caused.,ご不便をおかけして申し訳ありません。
indicator,"【名】指標, インジケーター",/ɪnˈdɪkeɪtər/,The traffic light is an indicator for drivers.,交通信号は運転手の指示器です。
indirect,【形】間接的な,/ˌɪn.dəˈrɛkt/,He took an indirect route to avoid traffic.,彼は交通渋滞を避けるために迂回路を取った。
individually,【副】個別に,/ɪnˈdɪvɪdʒuəli/,Each student will be graded individually.,各学生は個々に評価されます。
inference,【名】推論,/ˈɪnfərəns/,"Upon observing the clues at the crime scene, the detective made a logical inference about the suspect's identity.",犯行現場の手がかりを観察して、刑事は容疑者の身元を論理的に推理した。
informal,【形】非公式の,/ɪnˈfɔːrml/,"I'm going to a party tonight, so I'll be dressed informally.",今夜はパーティーに行くから、カジュアルな格好で行くよ。
ingredient,"【名】成分, 材料",/ɪnˈɡriːdiənt/,Salt is an essential ingredient in cooking.,塩は料理に欠かせない成分です。
inquire,【動】問い合わせる,/ɪnˈkwaɪər/,I need to inquire about the availability of the product.,私はその商品の入手可能性について問い合わせる必要があります。
installation,"【名】設置, インストール",/ˌɪnstəˈleɪʃən/,The installation of the new software took longer than expected.,新しいソフトウェアのインストールは予想よりも時間がかかりました。
inspector,"【名】検査官, インスペクター",/ɪnˈspɛktər/,The inspector examined the crime scene for any evidence.,警察官は犯罪現場を証拠物を探すために調査しました。
inspect,【動】検査する,/ɪnˈspɛkt/,The mechanic will inspect the car before selling it.,車を売る前に、メカニックが検査します。
instruct,【動】指導する,/ɪnˈstrʌkt/,I will instruct you on how to use the new software.,新しいソフトウェアの使い方を教えます。
instructor,"【名】インストラクター, 教官",/ɪnˈstrʌktər/,The instructor taught us how to swim.,教師は私たちに泳ぎ方を教えてくれました。
integral,【形】不可欠な,/ˈɪntɪɡrəl/,Calculus is an integral part of mathematics.,微積分は数学の不可欠な部分である。
interrupt,【動】中断する,/ɪntəˈrʌpt/,"I'm sorry to interrupt, but can I ask a question?",申し訳ありませんが、お尋ねしてもよろしいですか？
invoice,"【名】請求書, 送り状",/ɪnˈvɔɪs/,Please send me the invoice including the price and shipping fee.,値段と輸送料を含んだ送り状を送ってください。
invention,"【名】発明, 発明品",/ɪnˈvɛnʃən/,The invention of the telephone revolutionized communication.,電話の発明は通信を革命化しました。
lamp,【名】ランプ,/læmp/,I turned on the lamp to brighten up the room.,部屋を明るくするためにランプをつけました。
leisure,"【名】余暇, レジャー",/'liːʒər/,I enjoy leisure activities such as reading and hiking.,私は読書やハイキングなどのレジャー活動を楽しんでいます。
lobby,【名】ロビー,/'lɑbi/,I waited in the lobby for my friend to arrive.,友達が到着するのを待つために、私はロビーで待っていました。
mandatory,"【形】義務的な, 強制的な",/mændəˈtɔːri/,Wearing a mask is mandatory in this building.,この建物ではマスクの着用が強制されています。
merchandise,"【名】商品, 製品",/ˈmɜːrtʃəndaɪz/,The store offers a wide range of merchandise for sale.,その店舗では、販売用の幅広い商品が提供されています。
merchant,"【名】商人, 販売業者",/'mɜːrtʃənt/,Marco Polo was an Italian merchant and explorer.,マルコポーロはイタリアの商人であり探検家でした。
mileage,【名】走行距離,/ˈmaɪlɪdʒ/,I have accumulated a high mileage on my car.,私の車は高い走行距離を積み上げています。
unplug,【動】プラグを抜く,/ʌnˈplʌɡ/,Don't forget to unplug the appliances before leaving the house.,家を出る前に電化製品のプラグを抜くのを忘れないでください。
mentor,"【名】メンター, 指導者",/mɛnˈtɔr/,My mentor has been guiding me throughout my career.,私の指導者は私のキャリアを通じて私を指導してきました。
cruise,"【名】クルーズ, 船旅",/krʊz/,I went on a cruise to the Caribbean.,私はカリブ海クルーズに行きました。
flavor,"【名】味, フレーバー",/'fleɪvər/,The ice cream has a unique flavor.,そのアイスクリームは独特の風味があります。
quit,"【動】辞める, 中止する",/kwɪt/,I decided to quit my job.,私は仕事をやめることを決めました。
sandwich,【名】サンドイッチ,/'sændwɪtʃ/,I love to eat sandwich for lunch.,私は昼食にサンドイッチを食べるのが大好きです。
unfamiliar,"【形】馴染みのない, 不慣れな",/ʌnˈfəˈmɪliər/,I am unfamiliar with this place.,私はこの場所をよく知りません。
prediction,"【名】予測, 予言",/prɪˈdɪkʃən/,The weather prediction for tomorrow is rain.,明日の天気予報は雨です。
candidate,【名】候補者,/kæn.dɪ.deɪt/,He is a strong candidate for the position.,彼はそのポジションの有力候補者です。
tunnel,【名】トンネル,/ˈtʌnəl/,The train passed through a long tunnel.,電車は長いトンネルを通り抜けました。
candy,【名】キャンディ,/ˈkændi/,I bought some candy at the store.,私はストアでいくつかのキャンディを買った。
subscribe,【動】購読する,/səbˈskraɪb/,I subscribe to several magazines.,私はいくつかの雑誌に購読しています。
suite,【名】スイートルーム,/sweet/,I booked a suite at the hotel for our anniversary.,私は私たちの記念日のためにホテルのスイートを予約しました。
clap,【動】拍手する;【名】拍手,/klæp/,She gave a clap of thunderous applause.,彼女は轟音の拍手を送った。
patron,"【名】常連客, 後援者",/'peɪtrən/,The artist's work would not have been possible without the support of a generous patron.,寛大な後援者の支援がなければ、この芸術家の作品は実現しなかったでしょう。
prestigious,"【形】名門の, 権威ある",/prɛˈstɪdʒəs/,He graduated from a prestigious university.,彼は名門大学を卒業しました。
sculpture,"【名】彫刻, 彫像",/ˈskʌlp.tʃər/,The sculpture in the park is breathtaking.,公園の彫刻は息をのむほど美しいです。
vendor,"【名】販売業者, ベンダー",/'vɛndɔr/,The vendor sells small items at the market.,その売り手は市場で小さな品物を売っています。
verify,"【動】確認する, 検証する",/vəˈraɪ/,I'm verifying the information to make sure it's accurate.,私は情報が正確かどうかを確認しています。
applicant,"【名】応募者, 申込者",/əˈplɪkənt/,The applicant must submit all necessary documents.,申請者は必要な全ての書類を提出しなければなりません。
contradict,【動】矛盾する,/ˌkɒn.trəˈdɪkt/,I cannot contradict the fact that he is a talented musician.,彼が才能あるミュージシャンであるという事実を否定することはできません。
pan,【名】フライパン,/pæn/,I cooked soup in a pan.,私は鍋でスープを作りました。
balloon,【名】風船,/'bəˈluːn/,I saw a colorful balloon floating in the sky.,私は空に浮かんでいる色とりどりの風船を見ました。
postpone,【動】延期する,/poʊstˈpoʊn/,I need to postpone our meeting until next week.,私は私たちの会議を来週まで延期する必要があります。
drought,【名】干ばつ,/draʊt/,The drought has caused a severe water shortage in the region.,干ばつが地域で深刻な水不足を引き起こしています。
amenity,"【名】アメニティ, 生活設備",/əˈmɛnɪti/,"The hotel offers various amenities such as a swimming pool, gym, and spa.",ホテルには、プール、ジム、スパなどさまざまな設備があります。
comply,【動】従う,/kəmˈplaɪ/,It is important to comply with the rules and regulations.,ルールや規制に従うことが重要です。
itinerary,"【名】旅程, 旅行日程",/ˌaɪˈtɪnəˌɹɛɹi/,I need to plan my itinerary for the trip.,旅行のために私の日程を計画する必要があります。
deduct,"【動】控除する, 差し引く",/dɪˈdʌkt/,You can deduct your business expenses from your taxable income.,あなたは事業費を課税所得から差し引くことができます。
venue,"【名】会場, 開催地",/vɛnjuː/,The venue for the concert is a large stadium.,コンサートの会場は大きなスタジアムです。
warehouse,【名】倉庫,/'weərhaʊs/,The goods were stored in the warehouse.,貨物は倉庫に保管されました。
charitable,"【形】慈善の, チャリティーの",/ˈtʃærɪtəbəl/,She is known for her charitable acts towards the less fortunate.,彼女は貧しい人々に対する慈善行為で知られています。
correction,"【名】訂正, 修正",/kəˈrɛkʃən/,The teacher made a correction to my homework.,先生は私の宿題に修正を加えました。
inexperience,【名】未経験,/ɪnɪkˈspɪəriəns/,Her inexperience showed when she made several mistakes on her first day of work.,彼女の未経験は、初日の仕事でいくつかのミスをしたことで明らかになった。
landlord,"【名】大家, 家主",/lændlɔːrd/,The landlord is responsible for maintaining the property.,大家は物件のメンテナンスを行う責任があります。
monument,"【名】記念碑, モニュメント",/mɑˈnjumənt/,The Statue of Liberty is a famous monument in New York City.,自由の女神像はニューヨーク市の有名な記念碑です。
prescribe,【動】処方する,/prɪˈskraɪb/,Doctors prescribe medication to treat various illnesses.,医師はさまざまな病気を治療するために薬を処方します。
terrific,"【形】素晴らしい, 素敵な",/təˈrɪfɪk/,The fireworks display was terrific!,花火の打ち上げはものすごかった！
transit,"【名】輸送, トランジット",/'trænzɪt/,I prefer to use public transit instead of driving.,私は運転する代わりに公共交通機関を利用することを好む。
lane,【名】車線,/leɪn/,I drove down a narrow lane to get to the cottage.,私はコテージに行くために狭い道を車で走りました。
dull,"【形】鈍い, 面白くない",/dʌl/,The lecture was so dull that I fell asleep.,講義はとても鈍くて、私は眠ってしまった。
alert,【名】警報;【動】警告する,/əˈlɜrt/,The alert soldier spotted the enemy before anyone else.,その油断のない兵士は、他の誰よりも先に敵を見つけた。
outage,【名】停電,/aʊtɪdʒ/,There was a power outage in the city last night.,昨晩、その都市で停電がありました。
payroll,"【名】給与, ペイロール",/ˈpeɪroʊl/,I need to submit my payroll information by Friday.,金曜日までに給与情報を提出する必要があります。
photocopy,【名】コピー機,/fəʊtəˈkɒpi/,I need to photocopy some documents for the meeting.,会議のために文書をいくつかコピーする必要があります。
expedite,【動】迅速に処理する,/ˈɛk.spɪ.daɪt/,We need to expedite the delivery of the package.,私たちは荷物の配送を急ぐ必要があります。
garment,【名】衣類,/ˈɡɑːrmənt/,She is wearing a beautiful garment.,彼女は美しい衣服を着ています。
fare,"【名】運賃, 料金",/fɛr/,The fare for the train ride is $10.,電車の乗車料金は10ドルです。
inclusive,【形】包括的な,/ɪnˈkluːsɪv/,This organization is committed to creating an inclusive environment for everyone.,この組織は、すべての人に包括的な環境を作り出すことに取り組んでいます。
institute,"【名】研究所, 施設",/ˈɪnstɪˌt(j)ut/,He works at a research institute.,彼は研究所で働いています。
spouse,【名】配偶者,/spaʊs/,My spouse and I went on a vacation to Hawaii.,私の配偶者と私はハワイにバケーションに行った。
umbrella,【名】傘,/ʌmˈbrɛlə/,I took my umbrella with me to keep dry.,私は濡れないように傘を持っていきました。
weekday,【名】平日,/'wiːkdeɪ/,I have a lot of work to do on weekdays.,私は平日にたくさんの仕事をしなければなりません。
hazardous,【形】有害な,/hæzərdəs/,The chemicals used in this experiment are hazardous.,この実験で使用される化学物質は危険です。
concierge,"【名】コンシェルジュ, 案内係",/kɒnˈsjeəʒ/,The concierge at the hotel was very helpful in recommending local attractions.,ホテルのコンシェルジュは、地元の観光名所をおすすめするのにとても役立ちました。
hygiene,【名】衛生,/ˈhaɪdʒiːn/,Maintaining good hygiene is important for overall health.,衛生を保つことは全体的な健康にとって重要です。
accuracy,【名】正確さ,/ˈækjərəsi/,The accuracy of this machine is impressive.,この機械の精度は素晴らしい。
flaw,"【名】欠陥, 欠点",/flɔː/,"Despite his flaw, he is still a great leader.",彼の欠点にもかかわらず、彼はまだ素晴らしいリーダーです。
grocery,【名】食料品,/ˈɡroʊsəri/,I need to go to the grocery store to buy some food.,食料品を買うために食料品店に行かなければなりません。
publish,"【動】出版する, 公表する",/'pʌblɪʃ/,The author plans to publish a new book next month.,著者は来月新しい本を出版する予定です。
clip,【名】クリップ;【動】クリップで留める,/klɪp/,He wore a tie clip to keep his tie in place.,彼はネクタイを留めるためにネクタイ留めを付けていました。
drill,【名】ドリル;【動】ドリルで穴を開ける,/drɪl/,I need to buy a new drill for my home improvement project.,私は家の改修プロジェクトのために新しいドリルを買う必要があります。
fry,【動】揚げる;【名】フライ料理,/fraɪ/,I love to fry chicken for dinner.,夕食にチキンを揚げるのが大好きです。
audit,"【名】監査, 監査報告書",/ˈɔːdɪt/,The company hired an external auditor to conduct a thorough audit of its financial statements.,会社は外部の監査人を雇い、財務諸表の徹底的な監査を行いました。
tremendous,"【形】非常に大きい, 素晴らしい",/trɪˈmɛndəs/,The storm caused tremendous damage to the city.,その嵐は都市にものすごい被害をもたらしました。
sleeve,【名】袖,/sliːv/,She rolled up her sleeves and got to work.,彼女は袖をまくり上げて仕事に取り掛かった。
bound,【形】縛られた;【動】縛る;【形】行きの;【名】境界,/baʊnd/,She bound the books together with a ribbon.,彼女はリボンで本を束ねた。
evacuate,【動】避難する,/ɪˈvæk.ju.eɪt/,The government ordered residents to evacuate [[due to]] the approaching hurricane.,政府は近づいているハリケーンのために住民に避難するよう命じました。
machinery,"【名】機械類, 機械設備",/məˈʃiːnəri/,The factory is equipped with state-of-the-art machinery.,その工場は最新の機械を備えています。
retreat,"【名】退避, 隠れ家",/rɪˈtriːt/,They had no alternative but to retreat.,彼らは退却するしかなかった。
tidy,"【形】整然とした, きちんとした",/ˈtaɪdi/,She always keeps her room tidy.,彼女はいつも部屋をきちんとしています。
ample,【形】豊富な,/ˈæmpəl/,There is ample space in the garden for a swimming pool.,庭にはプールを設置するための十分なスペースがあります。
biography,【名】伝記,/baɪˈɑːɡrəfi/,I am currently reading a fascinating biography of Albert Einstein.,私は現在、アルベルト・アインシュタインの興味深い伝記を読んでいます。
devastate,【動】壊滅させる,/dɛvəsteɪt/,"The hurricane devastated the coastal town, leaving behind a trail of destruction.",ハリケーンが沿岸の町を壊滅させ、破壊の跡を残しました。
oversee,【動】監督する,/ˌoʊ.vərˈsiː/,"As a team leader, it's my job to oversee the project and make sure everything is [[on track]].",チームリーダーとして、プロジェクトを統括し、すべてが軌道に乗るようにするのが私の仕事です。
reluctant,【形】気が進まない,/rɪˈlʌktənt/,She was reluctant to join the party.,彼女はパーティーに参加することに気が進まなかった。
passport,【名】パスポート,/ˈpæs.pɔːrt/,I need to renew my passport before I can travel.,旅行する前に、パスポートを更新する必要があります。
franchise,"【名】フランチャイズ, 営業権",/fræn.tʃaɪz/,The fast food restaurant is part of a popular franchise.,そのファストフードレストランは人気のあるフランチャイズの一部です。
willingness,"【名】意欲, やる気",/ˈwɪlɪŋnəs/,Her willingness to help others is truly inspiring.,彼女の他人を助ける意欲は本当に感動的です。
rearrange,【動】再配置する,/ˌriː.əˈreɪndʒ/,I need to rearrange my schedule for next week.,来週の予定を整理し直さなければならない。
refrigerator,【名】冷蔵庫,/rɪˈfrɪdʒəˌreɪtər/,I need to buy a new refrigerator for my kitchen.,私はキッチン用に新しい冷蔵庫を買う必要があります。
reminder,"【名】リマインダー, 思い出させるもの",/rɪˈmaɪndər/,I set a reminder on my phone to remember to buy groceries.,私は買い物をするために思い出すために携帯電話にリマインダーを設定しました。
headquarter,【名】本社,/ˈhɛdˌkwɔːrtər/,The company's headquarter is located in New York.,会社の本社はニューヨークにあります。
sharply,【副】急激に,/ˈʃɑːrpli/,She turned sharply to avoid the oncoming car.,彼女は鋭く曲がって迫ってくる車を避けた。
morale,"【名】士気, モラル",/məˈrɑːl/,The team's morale was low after losing the game.,試合に負けた後、チームの士気は低かった。
influential,【形】影響力のある,/ɪnˈfluːənʃəl/,She is an influential figure in the fashion industry.,彼女はファッション業界で有力な人物です。
junior,【形】ジュニアの;【名】年少者,/dʒuːnɪər/,She is a junior employee at the company.,彼女は会社の若手社員です。
recipe,"【名】レシピ, 調理法",/ˈrɛsəpi/,I found a great recipe for chocolate chip cookies.,私はチョコレートチップクッキーの素晴らしいレシピを見つけました。
productivity,【名】生産性,/prəˌdʌkˈtɪvɪti/,Increasing productivity is essential for the success of any business.,生産力を向上させることは、どんなビジネスにおいても成功のために不可欠です。
replacement,"【名】交換, 代替",/rɪˈpleɪsmənt/,I need a replacement for my broken phone.,壊れた携帯電話の代わりが必要です。
